SiteID,Type,Art 43 SBCC DCID,Art 47 Preschool Permit DCID,Art 47 I-T Permit DCID,OCFS GFDC License ID,PermitType,Borough,SchoolDistrict,Name,SiteAddress,City,State,Zip,PK5HRFY21,PKFDFY21,PKHDFY21,PKHSEnhancedFY21,PKSCISFY21,3KFDFY21,ChildCare3YrFY21,ChildCare4YrFY21,ChildCareInfantFY21,ChildCareToddlerFY21,CT3YrFY21,CT4YrFY21,DualCCHSInfantFY21,DualCCHSToddlerFY21,HeadStart3YrFY21,HeadStart4YrFY21,CF4YrFY21,CF3YrFY21,CFToddlerFY21,HS_CT4Yr,HS_CT3Yr,EarlyHeadStartFY21,VendorName,VendorTaxID
KBUR,NYCEEC,,DC18161,,,SBCC,K,21,Znayka Daycare Center,228 Avenue U,Brooklyn,NY,11223,,20,,,,,,,,,,,,,,,,,,0,0,,"Znayka on Y, Inc",204951831
KBUV,NYCEEC,,DC32354,,,GDC,K,13,Park Slope Child Development Center/HOC,71 Lincoln Place,Brooklyn,NY,11217,,40,,,,,41,20,,24,,,,,,,,,,0,0,,University Settlement Society of New York,135562374
KBVB,NYCEEC,,DC2035,,,GDC,K,32,New Life Child Development Center 2,406 Grove Street,Brooklyn,NY,11237,,,,,,,19,23,,,14,18,,,34,42,,,,60,48,,New Life Child Development Center Inc,237165024
KBVC,NYCEEC,,DC1021,,,GDC,K,14,Nuestros Ninos DCC I,384 South 4 Street,Brooklyn,NY,11211,,,,,,,60,40,,20,,,,,,,,,,0,0,,Nuestros Ninos Day Care Center Inc,112315327
KBVD,NYCEEC,,DC10514,,,GDC,K,14,Nuestros Ninos DCC III,161 South 3 Street,Brooklyn,NY,11211,,,,,,,12,18,,,,,,,,,,,,0,0,,Nuestros Ninos Day Care Center Inc,112315327
KBVE,NYCEEC,,DC25539,,,GDC,K,19,Urban Strategies 3,1152 Elton Street,Brooklyn,NY,11208,,,,,,,,,,,,,,,35,29,,,,29,35,,Urban Strategies Inc,112484364
KBVG,NYCEEC,,DC1701,,,GDC,K,15,Brooklyn Chinese-American Association,5002 8 Avenue,Brooklyn,NY,11220,,54,,,,,,,,,,,,,,,,,,0,0,,"Brooklyn Chinese-American Association, Inc.",113065859
KBVL,NYCEEC,,DC397,,,GDC,K,17,Ella Baker Charles Romain CDC of Medgar Evers,1150 Carroll Street,Brooklyn,NY,11225,,16,,,,,,,,,,,,,,,,,,0,0,,Ella Baker Charles Romain Child Development Center,112708250
KBVO,NYCEEC,,DC16672,,,GDC,K,21,"Yeled V'Yalda ECC, Inc.",2166 Coney Island Avenue,Brooklyn,NY,11223,,,40,,,,,,,,,,,,,,,,,0,0,,Yeled V Yalda Early Childhood Center Inc,113050340
KBVR,NYCEEC,,DC34856,,,GDC,K,15,NYU Lutheran Family Health Center,4419 7 Avenue,Brooklyn,NY,11220,,36,,,,,,,,,,,,,,,,,,0,0,,"Sunset Park Health Council, Inc.",202508411
KBVT,NYCEEC,,DC215,,,GDC,K,14,Yeshiva Headstart Keap Street,274 Keap Street,Brooklyn,NY,11211,,,86,,,,,,,,,,,,,,,,,0,0,,Yeshivath Kehilath Yakov Inc,116003354
KBVX,NYCEEC,,DC323,,,GDC,K,17,Yeled V'Yalda 667,667 Eastern Parkway,Brooklyn,NY,11213,,,54,,,,,,,,,,,,,,,,,0,0,,Yeled V Yalda Early Childhood Center Inc,113050340
KBVZ,NYCEEC,,DC950,,,GDC,K,13,Little Sun People,1360 Fulton Street,Brooklyn,NY,11216,,18,,,,,,,,,,,,,,,,,,0,0,,"Little Sun People, Inc.",113081207
KBWD,NYCEEC,,DC36140,,,GDC,K,32,Wiser Choice,1001 Broadway,Brooklyn,NY,11221,,18,,,,15,,,,,,,,,,,,,,0,0,,Wiser Choice Learning Inc.,821803200
KBWE,NYCEEC,,DC19733,DC19732,,GDC,K,17,Inner Force Tots,1181 East New York Avenue,Brooklyn,NY,11212,,,,,,,66,39,,,44,26,64,72,,,,,,26,44,,"Inner Force Tots, Inc",202445783
KBWG,NYCEEC,,DC24619,,,GDC,K,21,Life - Coney Island,2757 West 33 Street,Brooklyn,NY,11224,,,,,,,19,19,,,,,,,8,7,,,,7,8,,Labor and Industry for Education Inc,114088055
KBWH,NYCEEC,,DC24620,,,GDC,K,14,Jonathan Williams,321 Roebling Street,Brooklyn,NY,11211,,,,,,,17,18,,,8,8,,,17,20,,,,28,25,,Labor and Industry for Education Inc,114088055
KBWQ,NYCEEC,,DC24803,,,GDC,K,21,Family Head Start Coney Island,2960 West 27 Street,Brooklyn,NY,11224,,,,,,,,,,,,,,,47,27,,,,27,47,,"National Association of Family Development Centers, Inc.",112707362
KBWV,NYCEEC,,DC14722,,,GDC,K,17,The Saint John's Place Family Center Day Care Program,1620 St John's Place,Brooklyn,NY,11233,,,,,,,17,20,,,,,,,,,,,,0,0,,The St. John's Place Family Center Housing Development Fund Corporation,133441465
KBWW,NYCEEC,,DC14471,,,GDC,K,14,Williamsburg Y Head Start,64 Division Avenue,Brooklyn,NY,11249,,,90,,,,,,,,,,,,,,,,,0,0,,"Young Men's and Young Women's Hebrew Association of Washington Heights and Inwood, Inc.",111642738
KBXL,NYCEEC,,DC747,,,GDC,K,32,ACE Integration Head Start,1419-23 Broadway,Brooklyn,NY,11221,,,,,,,,,,,10,6,,,56,33,,,,39,66,,Hospital Clinic Home Center,112629532
KBXQ,NYCEEC,,DC19824,,,GDC,K,22,"Gan, Inc. - Gan Jewish Day Care",2901 Campus Road,Brooklyn,NY,11210,,40,,,,,,,,,,,,,,,,,,0,0,,"Gan Jewish Day Care, Inc.",141938674
KBXS,NYCEEC,,DC10568,,,GDC,K,17,"Roger Day Care, Inc.",775 Rogers Avenue,Brooklyn,NY,11226,,26,,,,,,,,,,,,,,,,,,0,0,,ROGER'S DAY CARE INC.,202702608
KBXT,NYCEEC,DC34469,,,,GDC,K,22,"New Generation Learning Center, Inc.",2597 Bedford Avenue,Brooklyn,NY,11226,,18,,,,,,,,,,,,,,,,,,0,0,,"New Generation Learning Center, Inc.",753130260
KBXU,NYCEEC,,DC22322,,,GDC,K,21,Yeled V’ Yalda,1200 Ocean Parkway,Brooklyn,NY,11230,,,12,,,,,,,,,,,,,,,,,0,0,,Yeled V Yalda Early Childhood Center Inc,113050340
KBXV,NYCEEC,,DC14454,,,GDC,K,18,Yeled V'Yalda 6012,6002 Farragut Road,Brooklyn,NY,11236,,,109,,,,,,,,,,,,,,,,,0,0,,Yeled V Yalda Early Childhood Center Inc,113050340
KBXW,NYCEEC,,DC20455,,,,K,14,YESHIVA KEHILATH YAKOV 6,636-640 BEDFORD AVENUE,Brooklyn,NY,11211,,,,,,,,,16,54,,,,,,,,,,0,0,,YESHIVA KEHILATH YAKOV INC.,
KBYF,NYCEEC,,DC416,,,GDC,K,20,Edith and Karl Marks JCH of Bensonhurst,7802 Bay Parkway,Brooklyn,NY,11214,,30,,,,,,,,,,,,,,,,,,0,0,,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",111633484
KBYG,NYCEEC,,DC20623,,,GDC,K,20,Happy Dragon Children and Family Center,5805 7 Avenue,Brooklyn,NY,11220,,92,,,,,,,,,,,,,,,,,,0,0,,"Happy Dragon of New York, Inc.",113630264
KBYJ,NYCEEC,DC17980,,,,SBCC,K,15,"Al Madinah School, Inc.",383 3 Avenue,Brooklyn,NY,11215,,50,,,,,,,,,,,,,,,,,,0,0,,Al-Madinah School Inc,113582303
KBYM,NYCEEC,,DC24737,,,GDC,K,23,Friends of Crown Heights 26,20 Sutter Avenue,Brooklyn,NY,11212,,,,,,,5,27,,,,,,,,,,,,0,0,,Friends of Crown Heights Educational Centers Inc.,112305641
KBYN,NYCEEC,,DC24741,,,GDC,K,15,Bumble Bees R Us 2,76 Lorraine Street,Brooklyn,NY,11231,,,,,,,8,18,,,,,,,,,,,,0,0,,Bumblebees-R-Us Inc.,263876544
KBYQ,NYCEEC,,DC32515,,,GDC,K,20,Bumble Bees R Us 8,5721 6 Avenue,Brooklyn,NY,11220,,,,,,,34,40,,,,,,,,,,,,0,0,,Bumblebees-R-Us Inc.,263876544
KBZG,NYCEEC,,DC18142,,,GDC,K,20,Ring Around The Rosie,7106 13 Avenue,Brooklyn,NY,11228,,29,,,,,,,,,,,,,,,,,,0,0,,Ring Around The Rosie Preschool Inc.,113594821
KBZU,NYCEEC,,DC14775,,,GDC,K,16,Bedford Stuyvesant ECDC 510,510 Quincy Street,Brooklyn,NY,11221,,,0,40,,30,,,,,,,,,,,,,,0,0,,Bedford Stuyvesant Early Childhood Development Center Inc,112428431
KBZX,NYCEEC,DC32781,,,,SBCC,K,22,Yeshiva Torah Vodaath Preschool,1192 East 31 Street,Brooklyn,NY,11210,,36,,,,,,,,,,,,,,,,,,0,0,,Yeshivath Torah Vodaath,113091709
KCAD,NYCEEC,,DC10628,,,GDC,K,17,Higher Level,2401 Beverley Road,Brooklyn,NY,11226,,38,,,,,,,,,,,,,,,,,,0,0,,Higher Level Inc,542076654
KCAK,NYCEEC,,DC229,,,GDC,K,20,Kindstart Preschool,7702 New Utrecht Avenue,Brooklyn,NY,11214,,20,,,,,,,,,,,,,,,,,,0,0,,Lisa Assennata DBA Kindstart Preschool,061839345
KCBJ,NYCEEC,,DC35109,,,GDC,K,20,Congregation Yeshiva Bnei Torah,1571 55 Street,Brooklyn,NY,11219,,20,,,,,,,,,,,,,,,,,,0,0,,Congregation Yeshiva Bnei Torah Inc.,474712378
KCBR,NYCEEC,DC37508,,,,SBCC,K,21,Yeshivat Darche Eres,325 Avenue Y,Brooklyn,NY,11223,,60,,,,,,,,,,,,,,,,,,0,0,,"Yeshivat Darche Eres, Inc.",274186981
KCDI,NYCEEC,DC22051,,,,SBCC,K,20,Beth Jacob of Borough Park,1371 46 Street,Brooklyn,NY,11219,,72,,,,,,,,,,,,,,,,,,0,0,,Beth Jacob Of Boro Park,111639801
KCDM,NYCEEC,,,,,GDC,K,21,BUTTERFLY DAY CARE CENTER,2770 East 16 Street,Brooklyn,NY,11235,,20,,,,,,,,,,,,,,,,,,0,0,,Butterfly 1 Inc.,262998514
KCEB,NYCEEC,,DC23106,,,GDC,K,20,Brooklyn Chinese American Association,871 50 Street,Brooklyn,NY,11220,,36,36,,,,,,,,,,,,,,,,,0,0,,"Brooklyn Chinese-American Association, Inc.",113065859
KCEC,NYCEEC,,DC22824,,,GDC,K,32,Kreative Kare Day Care Center,455 Wilson Avenue,Brooklyn,NY,11221,,37,,,,15,,,,,,,,,,,,,,0,0,,"Kreative Kare Day Care Center, Inc.",300189401
KCED,NYCEEC,,DC14161,,,GDC,K,21,Sunshine Center of Coney Island,2929 West 31 Street,Brooklyn,NY,11224,18,,,,,,,,,,,,,,,,,,,0,0,,Sunshine Center of Coney Island LLC,201339587
KCEG,NYCEEC,,DC17795,,,GDC,K,13,Imagine Dumbo - Adams,85 Adams Street,Brooklyn,NY,11201,,15,,,,,,,,,,,,,,,,,,0,0,,"Imagine Early Learning Centers, LLC",134199958
KCEH,NYCEEC,,DC10732,,,GDC,K,13,Imagine Brooklyn Heights,50 Monroe Place,Brooklyn,NY,11201,,20,,,,,,,,,,,,,,,,,,0,0,,"Imagine Early Learning Centers, LLC",134199958
KCEI,NYCEEC,DC144,,,,SBCC,K,22,Bambi Day Care II,2121 Bragg Street,Brooklyn,NY,11229,,100,,,,,,,,,,,,,,,,,,0,0,,"BECEC, Inc. d/b/a Bambi Day Care Center III",113128046
KCFA,NYCEEC,,DC25613,,,GDC,K,23,FirstStep NYC,225 Newport Street,Brooklyn,NY,11212,,36,,,,30,17,10,,,,,8,8,17,10,,,,10,17,,SCO Family of Services,112777066
KCFR,NYCEEC,,DC21879,,,GDC,K,15,Bubble Bee Day Care,76 Lorraine Street,Brooklyn,NY,11231,,,20,,,,,,,,,,,,,,,,,0,0,,Bubble bees daycare LLC,452465145
KCGN,NYCEEC,,DC24697,,,GDC,K,23,SCO Family of Services,774 Saratoga Avenue,Brooklyn,NY,11212,,36,,,,60,,,,,,,,,,,,,,0,0,,SCO Family of Services,112777066
KCGO,NYCEEC,,DC10454,,,GDC,K,22,Child Development Center of Kingsborough,1915 Oriental Boulevard,Brooklyn,NY,11235,,18,,,,,,,,,,,,,,,,,,0,0,,City University of New York,461371336
KCGR,NYCEEC,,DC25881,,,GDC,K,15,Brooklyn Chinese American Association,4116 8 Avenue,Brooklyn,NY,11232,,30,,,,,,,,,,,,,,,,,,0,0,,"Brooklyn Chinese-American Association, Inc.",113065859
KCGT,NYCEEC,,DC14758,,,GDC,K,21,Gold Material Montessori School,105 Kings Highway,Brooklyn,NY,11214,,60,,,,,,,,,,,,,,,,,,0,0,,Child Care Workers Corp d/b/a Gold Material,611472837
KCHJ,NYCEEC,DC31973,,,,SBCC,K,17,"Arista Prep, Inc.",221 Kingston Avenue,Brooklyn,NY,11213,,54,,,,,,,,,,,,,,,,,,0,0,,"Arista DayCare Center, Inc.",452955680
KCHM,NYCEEC,,DC32340,,,GDC,K,13,"Alonzo A. Daughtry Memorial Day Care Center, Inc.",565 Baltic Street,Brooklyn,NY,11217,,20,,,,,29,5,,,,,,,,,,,,0,0,,"Alonzo A. Daughtry Memorial Day Care Center, Inc.",112248164
KCHN,NYCEEC,,DC26038,,,GDC,K,22,Friends of Crown Heights,2805 Newkirk Avenue,Brooklyn,NY,11226,,40,,,,,,,,,,,,,,,,,,0,0,,Friends of Crown Heights Educational Centers Inc.,112305641
KCHP,NYCEEC,,DC34800,,,GDC,K,16,Weeksville Gardens,1640 Pacific Street,Brooklyn,NY,11213,,21,,,,30,,,,,,,,,,,,,,0,0,,Brooklyn Kindergarten Society,111631820
KCHT,NYCEEC,,DC21356,,,GDC,K,19,"Baybee Lounge Daycare, Inc.",2745 Atlantic Avenue,Brooklyn,NY,11207,,15,,,,10,,,,,,,,,,,,,,0,0,,Baybee Lounge Daycare Corp,271213398
KCHW,NYCEEC,,DC22018,,,,K,23,Superior,1741 Broadway,Brooklyn,NY,11207,,15,,,,30,,,,,,,,,,,,,,0,0,,"Superior Day Care, Inc.",800789439
KCHX,NYCEEC,,,,555836,GFDC,K,21,Dezzenterprise LLC,3524 Neptune Avenue,Brooklyn,NY,11224,,12,,,,,,,,,,,,,,,,,,0,0,,Dezzenterprise LLC,651286351
KCIA,NYCEEC,,DC31673,,,GDC,K,17,Effie B.s Early Childhood Development Center Corp.,1171 Eastern Parkway,Brooklyn,NY,11213,,36,,,,,,,,,,,,,,,,,,0,0,,Effie B's Early Childhood Development Center Corp.,270887315
KCIC,NYCEEC,,DC32573,,,GDC,K,18,"Little Einsteins of Canarsie, LLC",8413 Avenue K,Brooklyn,NY,11236,,90,,,,,,,,,,,,,,,,,,0,0,,Little Einsteins Of Canarsie LLC,471951313
KCIE,NYCEEC,DC31744,,,,SBCC,K,20,Bnos Chaya,4511 14 Avenue,Brooklyn,NY,11219,,20,,,,,,,,,,,,,,,,,,0,0,,Congregation Bnos Chaya,455275635
KCII,NYCEEC,,DC25239,,,GDC,K,14,Kings Bay Y at North Williamsburg,14 Hope Street,Brooklyn,NY,11211,,18,,,,,,,,,,,,,,,,,,0,0,,"Kings Bay YM-YWHA, Inc.",113068515
KCIO,NYCEEC,,DC14783,,,GDC,K,17,Honeydew Drop Playhouse,1113 Church Avenue,Brooklyn,NY,11218,,18,,,,,,,,,,,,,,,,,,0,0,,"Honeydew Drop Playhouse, LLC",680647841
KCIX,NYCEEC,,DC22705,,,GDC,K,21,IP Kids,2631 86 Street,Brooklyn,NY,11223,,76,,,,,,,,,,,,,,,,,,0,0,,Jlee Montessori Inc. DBA Ip Kids,450635077
KCIY,NYCEEC,,DC26062,DC26061,,GDC,K,21,"Ronomoza, Inc. / The Learning Experience",412 Kings Highway,Brooklyn,NY,11223,,36,,,,,,,,,,,,,,,,,,0,0,,Romomoza Inc DBA The Learning Experience,461414405
KCIZ,NYCEEC,DC32219,,,,SBCC,K,20,Al Madinah School Site 2,2015 64 Street,Brooklyn,NY,11204,,35,,,,,,,,,,,,,,,,,,0,0,,Al-Madinah School Inc,113582303
KCJC,NYCEEC,,DC22863,,,GDC,K,17,Blue Star Day Care Center,2217 Caton Avenue,Brooklyn,NY,11226,,36,,,,,,,,,,,,,,,,,,0,0,,BLUE STAR OF NEW YORK INC.,273099883
KCJF,NYCEEC,,DC10752,,,GDC,K,18,Clarkson Early Childhood Center,8801 Glenwood Road,Brooklyn,NY,11236,,33,,,,,,,,,,,,,,,,,,0,0,,"Clarkson Early Childhood Center, Inc.",113473777
KCJH,NYCEEC,,DC17130,,,GDC,K,19,"A Castle For Classy Kids Learning Center, Inc.",2570 Pitkin Avenue,Brooklyn,NY,11208,,46,,,,75,,,,,,,,,,,,,,0,0,,"A Castle for Classy Kids Learning Center, Inc.",264059858
KCJK,NYCEEC,,DC2022,,,GDC,K,20,LPBC Day Care,7524 14 Avenue,Brooklyn,NY,11228,,15,,,,,,,,,,,,,,,,,,0,0,,Lefferts Park Baptist Church,471166321
KCJM,NYCEEC,,DC20606,,,GDC,K,21,"Circle, Triangle, Square Daycare DBA DMI Prep",2720 86 Street,Brooklyn,NY,11223,,36,,,,,,,,,,,,,,,,,,0,0,,"Circle, Triangle, Square Daycare Inc.",900546845
KCJO,NYCEEC,,DC32355,,,GDC,K,17,Aim High Childrens Services,83 Marlborough Road,Brooklyn,NY,11226,,48,,,,,,,,,,,,,,,,,,0,0,,Aim High Children’s Services,113456448
KCJQ,NYCEEC,,DC757,,,GDC,K,22,Initial Steps Child Development Center,3003 Glenwood Road,Brooklyn,NY,11210,,20,,,,,,,,,,,,,,,,,,0,0,,Initial Steps Child Development Center,113521319
KCJR,NYCEEC,,DC17883,,,GDC,K,22,A to Z Day Care Center,3053 Avenue U,Brooklyn,NY,11229,,29,,,,,,,,,,,,,,,,,,0,0,,A To Z Day Care CenterAfter School Program,261777576
KCJS,NYCEEC,DC564,,,,SBCC,K,22,Yeshiva Torah Vodaath,452 East 9 Street,Brooklyn,NY,11218,,36,,,,,,,,,,,,,,,,,,0,0,,Yeshivath Torah Vodaath,113091709
KCJT,NYCEEC,,DC25667,,,GDC,K,22,Kaleidoscope Early Childhood Develepment Center,480 Stratford Road,Brooklyn,NY,11218,,49,,,,,,,,,,,,,,,,,,0,0,,Early Childhood Development Center Kaleidoscope Inc.,264773352
KCJY,NYCEEC,,DC31821,,,GDC,K,20,Angel Early Childhood Development Center,1436 67 Street,Brooklyn,NY,11219,,33,,,,,,,,,,,,,,,,,,0,0,,Angel Early Childhood Development Center Inc.,460809353
KCJZ,NYCEEC,,DC32359,,,GDC,K,22,COPO Pre-K Program,1081 Coney Island Avenue,Brooklyn,NY,11230,,18,,,,,,,,,,,,,,,,,,0,0,,Council of Peoples Organization,753046891
KCKB,NYCEEC,,DC32447,,,GDC,K,14,Bushwick United Development Fund,243 South 2 Street,Brooklyn,NY,11211,,,,,,,13,8,,,1,1,,,21,11,,,,12,22,,Bushwick United Housing Development Fund Corporation,112504368
KCKU,NYCEEC,,DC19577,,,GDC,K,22,Promise World Day Care,1968 Ocean Avenue,Brooklyn,NY,11230,,30,,,,,,,,,,,,,,,,,,0,0,,Promise World Daycare Inc.,264531109
KCKZ,NYCEEC,,DC32674,,,GDC,K,22,"A2Z Kidz Center, LLC",190 Exeter Street,Brooklyn,NY,11235,,55,,,,,,,,,,,,,,,,,,0,0,,A2Z Kids Center LLC d/b/a A2Z Happyland,464995768
KCLC,NYCEEC,,DC33561,,,GDC,K,13,Sunny Skies Preschool,720 Washington Avenue,Brooklyn,NY,11238,,40,,,,,13,5,,12,,,,,,,,,,0,0,,Sunny Skies Prospect Corp,464433882
KCLD,NYCEEC,,DC18160,,,GDC,K,15,Sunny Skies Prospect Corp.,969 43 Street,Brooklyn,NY,11219,,,,,,,29,19,,12,,,,,,,,,,0,0,,Sunny Skies Prospect Corp,464433882
KCLE,NYCEEC,,DC26207,,,GDC,K,18,"Faces of the Future Early Learning Center, LLC",1080 Utica Avenue,Brooklyn,NY,11203,,40,,,,,,,,,,,,,,,,,,0,0,,"Faces of The Future Early Learning Center, LLC",464312923
KCLF,NYCEEC,,DC33861,DC33860,,GDC,K,18,"Einstein Daycare, Inc.",900 Lenox Road,Brooklyn,NY,11203,,54,,,,,,,,,,,,,,,,,,0,0,,Einstein Daycare Inc.,475597638
KCLH,NYCEEC,,DC31751,,,GDC,K,21,Neshama Preschool,723 Avenue Z,Brooklyn,NY,11223,,20,,,,,,,,,,,,,,,,,,0,0,,Neshama 1 Inc.,473998176
KCLI,NYCEEC,DC36982,,,,SBCC,K,20,"Yeshivat Beth Hillel of Krasna, Inc.",1360 42 Street,Brooklyn,NY,11219,,36,,,,,,,,,,,,,,,,,,0,0,,"Yeshivat Beth Hillel of Krasna, Inc",111959374
KCLM,NYCEEC,DC17217,,,,SBCC,K,19,Trey Whitfield School,17 Hinsdale Street,Brooklyn,NY,11207,,72,,,,45,,,,,,,,,,,,,,0,0,,Trey Whitfield School,113577637
KCME,NYCEEC,,DC31956,,,GDC,K,17,BKA Utica,250 Utica Avenue,Brooklyn,NY,11213,,20,,,,,,,,,,,,,,,,,,0,0,,BKA of NY LLC,465206923
KCMK,NYCEEC,,DC25280,,,GDC,K,15,"Brooklyn Treehouse Preeschool, Inc.",639 4 Avenue,Brooklyn,NY,11232,,30,,,,,,,,,,,,,,,,,,0,0,,"Brooklyn Treehouse Preschool, Inc.",464288936
KCML,NYCEEC,,DC19895,,,GDC,K,18,BRYAN'S EDUCATIONAL CENTER,3922 Church Avenue,Brooklyn,NY,11203,,56,,,,,,,,,,,,,,,,,,0,0,,Bryan's Educational Center Inc.,112894776
KCMT,NYCEEC,,DC33229,,,GDC,K,16,Glorious and Gifted Early Childhood Center Inc.,421 Throop Avenue,Brooklyn,NY,11221,,20,,,,15,,,,,,,,,,,,,,0,0,,"Glorious and Gifted Early Childhood Center, Inc.",472285246
KCMV,NYCEEC,,,,604123,GDC,K,21,ABC PLUS,1018 Banner Avenue,Brooklyn,NY,11235,,12,,,,,,,,,,,,,,,,,,0,0,,ABC Plus inc,800673965
KCMZ,NYCEEC,,DC32773,,,SBCC,K,22,Free Greek Community of the Three Hierarchs,1724 Avenue P,Brooklyn,NY,11229,,48,,,,,,,,,,,,,,,,,,0,0,,"Free Greek Community of Three Ierarches, Inc",111865882
KCNA,NYCEEC,,DC32516,,,GDC,K,22,"The Friends of Crown Heights Educational Centers, Inc.",2809 Newkirk Avenue,Brooklyn,NY,11226,,36,,,,,,,,,,,,,,,,,,0,0,,Friends of Crown Heights Educational Centers Inc.,112305641
KCNF,NYCEEC,,DC22669,,,GDC,K,22,Itty Bitty Adventures Preschool,3416 Avenue S,Brooklyn,NY,11234,,32,,,,,,,,,,,,,,,,,,0,0,,ITTY Bitty Adventures LLC,454390848
KCNH,NYCEEC,,DC25995,,,GDC,K,20,Kiddieprise-1520 86th Street,1520 86 Street,Brooklyn,NY,11228,,18,,,,,,,,,,,,,,,,,,0,0,,"Kiddieprise, LLC d/b/a The Purple Crayon",463069007
KCNI,NYCEEC,,DC32421,,,GDC,K,22,"Klever Kidz, LLC DBA Basin Prep",6085 Strickland Avenue,Brooklyn,NY,11234,,40,,,,,,,,,,,,,,,,,,0,0,,"Klever Kidz, LLC d/b/a Basin Prep",472588774
KCNK,NYCEEC,,DC25990,,,GDC,K,21,Learn and Explore,330 Neptune Avenue,Brooklyn,NY,11235,,54,,,,,,,,,,,,,,,,,,0,0,,"Learn and Explore, LLC",463811287
KCNN,NYCEEC,,DC23147,,,GDC,K,20,"Little Brilliant Minds, Inc.",5916 20 Avenue,Brooklyn,NY,11204,,15,,,,,,,,,,,,,,,,,,0,0,,Little Brilliant Minds Inc,460944539
KCNP,NYCEEC,,DC22441,,,GDC,K,20,Little Sunshine Preschool,1815 85 Street,Brooklyn,NY,11214,,55,,,,,,,,,,,,,,,,,,0,0,,Little Sunshine Inc.,901015964
KCNW,NYCEEC,,DC25978,,,GDC,K,20,Okie Dokie Day Care,1002 65 Street,Brooklyn,NY,11219,,47,,,,,,,,,,,,,,,,,,0,0,,Okie Dokie Inc,463594712
KCNY,NYCEEC,,DC19305,,,GDC,K,13,NY Preschool Brooklyn Heights,182 Henry Street,Brooklyn,NY,11201,,15,,,,,,,,,,,,,,,,,,0,0,,PNW Enterprises LLC d/b/a NY Kids Club,474552493
KCNZ,NYCEEC,,DC22784,,,GDC,K,13,Ny Preschool Park Slope,125 5 Avenue,Brooklyn,NY,11217,,40,,,,,,,,,,,,,,,,,,0,0,,PNW Enterprises LLC d/b/a NY Kids Club,474552493
KCOE,NYCEEC,,DC10592,,,GDC,K,23,"Step By Step Early Childhood Education, Inc.",1163 Lenox Road,Brooklyn,NY,11212,,18,,,,27,,,,,,,,,,,,,,0,0,,Step By Step Early Childhood Center Inc,113559765
KCOG,NYCEEC,,DC24750,,,GDC,K,22,Stepz 2 Success Child Care Center,1992 Nostrand Avenue,Brooklyn,NY,11210,,12,,,,,,,,,,,,,,,,,,0,0,,"Stepz 2 Success Childcare Center, Inc. d/b/a Leapz 2 Success Child Care Center",460625069
KCOH,NYCEEC,,DC25846,,,GDC,K,20,Sweet Home Day Care Center,927 Mcdonald Avenue,Brooklyn,NY,11218,,40,,,,,,,,,,,,,,,,,,0,0,,"Woodmere Day Care Center, Inc. d/b/a Sweet Home Day Care Center",455098385
KCOI,NYCEEC,,DC18573,,,GDC,K,20,Treasure Island,347 74 Street,Brooklyn,NY,11209,,40,,,,,,,,,,,,,,,,,,0,0,,Treasure Island,112725055
KCOJ,NYCEEC,,DC14436,DC10599,,GDC,K,17,candy kid's day care center,3212 Church Avenue,Brooklyn,NY,11226,,18,,,,,,,,,,,,,,,,,,0,0,,Candy Kid's Day Care Center LLC,262203509
KCOL,NYCEEC,,DC24981,,,GDC,K,20,"Happy Scholars, Inc.",7806-08 New Utrecht Avenue,Brooklyn,NY,11214,,38,,,,,,,,,,,,,,,,,,0,0,,"Happy Scholars, Inc.",461535114
KCOS,NYCEEC,,DC32663,DC21986,,GDC,K,17,G.A.T.E.D. Academy,1621 Church Avenue,Brooklyn,NY,11218,,19,,,,,,,,,,,,,,,,,,0,0,,GIFTED AND TALENTED EARLY DEVELOPERS,452872876
KCOT,NYCEEC,,DC33878,,,GDC,K,15,"Giocare, LLC",552 5 Avenue,Brooklyn,NY,11215,,18,,,,,,,,,,,,,,,,,,0,0,,"Giocare, LLC",450833851
KCOU,NYCEEC,,DC38279,,,GDC,K,20,"My Sunshine Kids, Inc.",8616 21st Avenue,Brooklyn,NY,11214,,72,,,,,,,,,,,,,,,,,,0,0,,My Sunshine Kids INC,465522945
KCOW,NYCEEC,,DC25557,,,GDC,K,21,Little Scholars Learning Center,52 Quentin Road,Brooklyn,NY,11223,,18,,,,,,,,,,,,,,,,,,0,0,,M and N Childcare Inc.,462694015
KCOX,NYCEEC,,DC21038,,,GDC,K,20,Little Hands and Feet School,1270 Bay Ridge Parkway,Brooklyn,NY,11228,,13,,,,,,,,,,,,,,,,,,0,0,,"LITTLE HANDS AND FEET DAYCARE, LLC",273686414
KCPC,NYCEEC,,DC21565,,,GDC,K,21,Wonderland P.A. LLC,1018 Avenue Y,Brooklyn,NY,11235,,60,,,,,,,,,,,,,,,,,,0,0,,Wonder Land P.A.LLC,273834001
KCPE,NYCEEC,,DC32202,,,GDC,K,21,Little Scholars II,448 Neptune Avenue,Brooklyn,NY,11224,,18,,,,,,,,,,,,,,,,,,0,0,,Teremok Day care LLC,465546829
KCPF,NYCEEC,,,,589229,GFDC,K,21,NESHAMA 1 INC.,29-97 Ocean Parkway,Brooklyn,NY,11235,,12,,,,,,,,,,,,,,,,,,0,0,,Neshama 1 Inc.,473998176
