SiteID,Type,Art 43 SBCC DCID,Art 47 Preschool Permit DCID,Art 47 I-T Permit DCID,OCFS GFDC License ID,PermitType,Borough,SchoolDistrict,Name,SiteAddress,City,State,Zip,PK5HRFY21,PKFDFY21,PKHDFY21,PKHSEnhancedFY21,PKSCISFY21,3KFDFY21,ChildCare3YrFY21,ChildCare4YrFY21,ChildCareInfantFY21,ChildCareToddlerFY21,CT3YrFY21,CT4YrFY21,DualCCHSInfantFY21,DualCCHSToddlerFY21,HeadStart3YrFY21,HeadStart4YrFY21,CF4YrFY21,CF3YrFY21,CFToddlerFY21,HS_CT4Yr,HS_CT3Yr,EarlyHeadStartFY21,VendorName,VendorTaxID
01M015,PS,,,,,SBCC,M,1,P.S. 015 Roberto Clemente,333 EAST 4 STREET,MANHATTAN,NY,10009,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M019,PS,,,,,SBCC,M,1,P.S. 019 Asher Levy,185 1 Avenue,Manhattan,NY,10003,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M020,PS,,,,,SBCC,M,1,P.S. 020 Anna Silver,166 Essex Street,Manhattan,NY,10002,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M034,PS,,,,,SBCC,M,1,P.S. 034 Franklin D. Roosevelt,730 East 12 Street,Manhattan,NY,10009,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M063,PS,,,,,SBCC,M,1,The STAR Academy - P.S.63,121 East 3 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M064,PS,,,,,SBCC,M,1,P.S. 064 Robert Simon,600 East 6 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M110,PS,,,,,SBCC,M,1,P.S. 110 Florence Nightingale,285 Delancy Street,Manhattan,NY,10002,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M134,PS,,,,,SBCC,M,1,P.S. 134 Henrietta Szold,293 East Broadway,Manhattan,NY,10002,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M140,PS,,,,,SBCC,M,1,P.S. 140 Nathan Straus,123 Ridge Street,Manhattan,NY,10002,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M142,PS,,,,,SBCC,M,1,P.S. 142 Amalia Castro,100 Attorney Street,Manhattan,NY,10002,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M184,PS,,,,,SBCC,M,1,P.S. 184m Shuang Wen,327 Cherry Street,Manhattan,NY,10002,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M188,PS,,,,,SBCC,M,1,P.S. 188 The Island School,442 East Houston Street,Manhattan,NY,10002,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M315,PS,,,,,SBCC,M,1,The East Village Community School,610 East 12 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M361,PS,,,,,SBCC,M,1,The Children's Workshop School,610 East 12 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M363,PS,,,,,SBCC,M,1,Neighborhood School,121 East 3 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
01M364,PS,,,,,SBCC,M,1,Earth School,600 East 6 Street,Manhattan,NY,10009,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M001,PS,,,,,SBCC,M,2,P.S. 001 Alfred E. Smith,8 Henry Street,Manhattan,NY,10038,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M002,PS,,,,,SBCC,M,2,P.S. 002 Meyer London,122 Henry Street,Manhattan,NY,10002,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M003,PS,,,,,SBCC,M,2,P.S. 003 Charrette School,490 Hudson Street,Manhattan,NY,10014,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M006,PS,,,,,,M,2,P.S. 6 Lillie D. Blake,45 East 81 Street,Manhattan,NY,10028,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M011,PS,,,,,SBCC,M,2,P.S. 011 William T. Harris,320 West 21 Street,Manhattan,NY,10011,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M033,PS,,,,,SBCC,M,2,P.S. 033 Chelsea Prep,281 9 Avenue,Manhattan,NY,10001,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M040,PS,,,,,SBCC,M,2,P.S. 040 Augustus Saint-Gaudens,319 East 19 Street,Manhattan,NY,10003,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M041,PS,,,,,SBCC,M,2,P.S. 041 Greenwich Village,116 West 11 Street,Manhattan,NY,10011,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M042,PS,,,,,SBCC,M,2,P.S. 042 Benjamin Altman,71 Hester Street,Manhattan,NY,10002,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M051,PS,,,,,SBCC,M,2,P.S. 051 Elias Howe,525 West 44 Street,Manhattan,NY,10036,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M059,PS,,,,,SBCC,M,2,P.S. 059 Beekman Hill International,231-249 East 56 Street,Manhattan,NY,10022,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M089,PS,,,,,SBCC,M,2,P.S. 89,201 Warren Street,Manhattan,NY,10282,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M111,PS,,,,,SBCC,M,2,P.S. 111 Adolph S. Ochs,440 West 53 Street,Manhattan,NY,10019,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M116,PS,,,,,SBCC,M,2,P.S. 116 Mary Lindley Murray,210 East 33 Street,Manhattan,NY,10016,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M124,PS,,,,,SBCC,M,2,P.S. 124 Yung Wing,40 Division Street,Manhattan,NY,10002,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M126,PS,,,,,SBCC,M,2,P.S. 126 Jacob August Riis,80 Catherine Street,Manhattan,NY,10038,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M130,PS,,,,,SBCC,M,2,P.S. 130 Hernando De Soto,143 Baxter Street,Manhattan,NY,10013,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M150,PS,,,,,SBCC,M,2,P.S. 150,334 Greenwich Street,Manhattan,NY,10013,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M151,PS,,,,,,M,2,Yorkville Community School,421 East 88 Street,Manhattan,NY,10128,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M158,PS,,,,,SBCC,M,2,P.S. 158 Bayard Taylor,1458 York Avenue,Manhattan,NY,10075,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M183,PS,,,,,,M,2,P.S. 183 Robert L. Stevenson,419 East 66 Street,Manhattan,NY,10065,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M198,PS,,,,,SBCC,M,2,P.S. 198 Isador E. Ida Straus,1700 3 Avenue,Manhattan,NY,10128,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M212,PS,,,,,SBCC,M,2,P.S. 212 Midtown West,328 West 48 Street,Manhattan,NY,10036,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M217,PS,,,,,SBCC,M,2,P.S./I.S. 217 Roosevelt Island,645 Main Street,Manhattan,NY,10044,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M225,PS,,,,,SBCC,M,2,Ella Baker School,317 East 67 Street,Manhattan,NY,10065,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M276,PS,,,,,,M,2,Battery Park City School,55 Battery Place,Manhattan,NY,10280,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M281,PS,,,,,SBCC,M,2,The River School,425 East 35 Street,Manhattan,NY,10016,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M290,PS,,,,,,M,2,P.S. 290 Manhattan New School,311 East 82 Street,Manhattan,NY,10028,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M340,PS,,,,,SBCC,M,2,Sixth Avenue Elementary School,590 6 Avenue,Manhattan,NY,10011,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M343,PS,,,,,SBCC,M,2,The Peck Slip School,1 Peck Slip,Manhattan,NY,10038,,72,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M347,PS,,,,,SBCC,M,2,The 47 American Sign Language & English Lower School,223 East 23 Street,Manhattan,NY,10010,,18,,,,18,,,,,,,,,,,,,,0,0,,City of New York,136400434
02M397,PS,,,,,SBCC,M,2,Spruce Street School,12 Spruce Street,Manhattan,NY,10038,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M009,PS,,,,,GFDC,M,3,P.S. 009 Sarah Anderson,100 West 84 Street,Manhattan,NY,10024,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M076,PS,,,,,GFDC,M,3,P.S. 076 A. Philip Randolph,220 West 121 Street,Manhattan,NY,10027,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M084,PS,,,,,GFDC,M,3,P.S. 084 Lillian Weber,32 West 92 Street,Manhattan,NY,10025,,108,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M087,PS,,,,,SBCC,M,3,P.S. 087 William Sherman,160 West 78 Street,Manhattan,NY,10024,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M145,PS,,,,,GDC,M,3,"P.S. 145, The Bloomingdale School",150 West 105 Street,Manhattan,NY,10025,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M149,PS,,,,,SBCC,M,3,P.S. 149 Sojourner Truth,41 West 117 Street,Manhattan,NY,10026,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M163,PS,,,,,GDC,M,3,P.S. 163 Alfred E. Smith,163 West 97 Street,Manhattan,NY,10025,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M165,PS,,,,,SBCC,M,3,P.S. 165 Robert E. Simon,234 West 109 Street,Manhattan,NY,10025,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M180,PS,,,,,GDC,M,3,P.S. 180 Hugo Newman,370 West 120 Street,Manhattan,NY,10027,,90,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M185,PS,,,,,GDC,M,3,P.S. 185 - The Early Childhood Discovery and Design Magnet School,20 West 112 Street,Manhattan,NY,10026,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M191,PS,,,,,SBCC,M,3,The Riverside School for Makers and Artists,210 West 61 Street,Manhattan,NY,10023,,90,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M241,PS,,,,,,Manhattan,3,STEM Institute of Manhattan,240 WEST 113 STREET,MANHATTAN,NY,10026,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M242,PS,,,,,SBCC,M,3,P.S. 242 - The Young Diplomats Magnet Academy,134 West 122 Street,Manhattan,NY,10027,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
03M452,PS,,,,,,M,3,P.S. 452,210 West 61 Street,Manhattan,NY,10023,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M007,PS,,,,,SBCC,M,4,P.S. 007 Samuel Stern,160 East 120 Street,Manhattan,NY,10035,,18,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M037,PS,,,,,SBCC,M,4,River East Elementary,2351 FIRST AVENUE,Manhattan,NY,10035,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M038,PS,,,,,SBCC,M,4,P.S. 38 Roberto Clemente,232 East 103 Street,Manhattan,NY,10029,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M057,PS,,,,,SBCC,M,4,James Weldon Johnson,176 East 115 Street,Manhattan,NY,10029,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M072,PS,,,,,SBCC,M,4,The Lexington Academy,131 East 104 Street,Manhattan,NY,10029,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M083,PS,,,,,SBCC,M,4,P.S. 083 Luis Munoz Rivera,219 East 109 Street,Manhattan,NY,10029,,18,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M096,PS,,,,,SBCC,M,4,P.S. 096 Joseph Lanzetta,216 East 120 Street,Manhattan,NY,10035,,18,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M102,PS,,,,,SBCC,M,4,P.S. 102 Jacques Cartier,315 East 113 Street,Manhattan,NY,10029,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M108,PS,,,,,SBCC,M,4,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Avenue,Manhattan,NY,10029,,36,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M112,PS,,,,,SBCC,M,4,P.S. 112 Jose Celso Barbosa,535 East 119 Street,Manhattan,NY,10035,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M146,PS,,,,,SBCC,M,4,P.S. 146 Ann M. Short,421 East 106 Street,Manhattan,NY,10029,,36,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M155,PS,,,,,SBCC,M,4,P.S. 155 William Paca,319 East 117 Street,Manhattan,NY,10035,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M171,PS,,,,,SBCC,M,4,P.S. 171 Patrick Henry,19 East 103 Street,Manhattan,NY,10029,,54,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M182,PS,,,,,,M,4,The Bilingual Bicultural School,219 East 109 Street,Manhattan,NY,10029,,18,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M375,PS,,,,,SBCC,M,4,Mosaic Preparatory Academy,141 East 111 Street,Manhattan,NY,10029,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M497,PS,,,,,SBCC,M,4,Central Park East I,1573 Madison Avenue,Manhattan,NY,10029,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
04M964,PS,,,,,SBCC,M,4,Central Park East II,433 East 100 Street,New York,NY,10029,,18,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M030,PS,,,,,SBCC,M,5,P.S. 030 Hernandez/Hughes,144-176 East 128 Street,Manhattan,NY,10035,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M036,PS,,,,,SBCC,M,5,P.S. 036 Margaret Douglas,123 Morningside Drive,Manhattan,NY,10027,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M046,PS,,,,,SBCC,M,5,P.S. 046 Arthur Tappan,2987 Frederick Douglas Boulevard,Manhattan,NY,10039,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M092,PS,,,,,SBCC,M,5,P.S. 092 Mary McLeod Bethune,222 West 134 Street,Manhattan,NY,10030,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M123,PS,,,,,SBCC,M,5,P.S. 123 Mahalia Jackson,301 West 140 Street,Manhattan,NY,10030,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M125,PS,,,,,SBCC,M,5,P.S. 125 Ralph Bunche,425 West 123 Street,Manhattan,NY,10027,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M129,PS,,,,,SBCC,M,5,P.S. 129 John H. Finley,425 West 130 Street,Manhattan,NY,10027,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M133,PS,,,,,SBCC,M,5,P.S. 133 Fred R Moore,2121 5 Avenue,Manhattan,NY,10037,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M154,PS,,,,,SBCC,M,5,P.S. 154 Harriet Tubman,250 West 127 Street,Manhattan,NY,10027,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M175,PS,,,,,SBCC,M,5,P.S. 175 Henry H Garnet,175 West 134 Street,Manhattan,NY,10030,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M194,PS,,,,,SBCC,M,5,P.S. 194 Countee Cullen,244 West 144 Street,Manhattan,NY,10030,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M197,PS,,,,,SBCC,M,5,P.S. 197 John B. Russwurm,2230 5 Avenue,Manhattan,NY,10037,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M200,PS,,,,,SBCC,M,5,P.S. 200- The James Mccune Smith School,2589 7 Avenue,Manhattan,NY,10039,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
05M517,PS,,,,,SBCC,M,5,Teachers College Community School,168 Morningside Avenue,Manhattan,NY,10027,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M004,PS,,,,,SBCC,M,6,P.S. 004 Duke Ellington,500 West 160 Street,Manhattan,NY,10032,,36,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M005,PS,,,,,SBCC,M,6,P.S. 005 Ellen Lurie,3703 10 Avenue,Manhattan,NY,10034,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M008,PS,,,,,SBCC,M,6,P.S. 008 Luis Belliard,465 West 167 Street,Manhattan,NY,10032,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M028,PS,,,,,SBCC,M,6,P.S. 028 Wright Brothers,475 West 155 Street,Manhattan,NY,10032,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M048,PS,,,,,SBCC,M,6,P.S. 048 P.O. Michael J. Buczek,4360-78 Broadway,Manhattan,NY,10033,,36,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M098,PS,,,,,SBCC,M,6,P.S. 098 Shorac Kappock,512 West 212 Street,Manhattan,NY,10034,,72,,,,60,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M115,PS,,,,,SBCC,M,6,P.S. 115 Alexander Humboldt,586 West 177 Street,Manhattan,NY,10033,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M128,PS,,,,,SBCC,M,6,P.S. 128 Audubon,560 West 169 Street,Manhattan,NY,10032,,72,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M152,PS,,,,,SBCC,M,6,P.S. 152 Dyckman Valley,93 Nagle Avenue,Manhattan,NY,10040,,72,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M153,PS,,,,,SBCC,M,6,P.S. 153 Adam Clayton Powell,1750 Amsterdam Avenue,Manhattan,NY,10031,,54,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M173,PS,,,,,SBCC,M,6,P.S. 173,306 Fort Washington Avenue,Manhattan,NY,10033,,72,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M187,PS,,,,,,M,6,P.S./I.S. 187 Hudson Cliffs,349 Cabrini Boulevard,Manhattan,NY,10040,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M189,PS,,,,,SBCC,M,6,P.S. 189,2580 Amsterdam Avenue,Manhattan,NY,10040,,72,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M192,PS,,,,,SBCC,M,6,P.S. 192 Jacob H. Schiff,500 West 138 Street,Manhattan,NY,10031,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M210,PS,,,,,SBCC,M,6,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,501-503 West 152 Street,Manhattan,NY,10031,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M348,PS,,,,,SBCC,M,6,Washington Heights Expeditionary Learning School,511 West 182 Street,Manhattan,NY,10033,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M366,PS,,,,,SBCC,M,6,Washington Heights Academy,202 Sherman Avenue,Manhattan,NY,10034,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M368,PS,,,,,,MANHATTAN,6,Hamilton Heights School,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,,18,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
06M513,PS,,,,,SBCC,M,6,Castle Bridge School,560 West 169 Street,Manhattan,NY,10032,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X001,PS,,,,,SBCC,X,7,P.S. 001 Courtlandt School,335 East 152 Street,Bronx,NY,10451,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X005,PS,,,,,SBCC,X,7,P.S. 5 Port Morris,564 Jackson Avenue,Bronx,NY,10455,,18,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X018,PS,,,,,SBCC,X,7,P.S. 018 John Peter Zenger,502 Morris Avenue,Bronx,NY,10451,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X025,PS,,,,,SBCC,X,7,P.S. 025 Bilingual School,811 East 149 Street,Bronx,NY,10455,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X029,PS,,,,,SBCC,X,7,P.S./M.S. 029 Melrose School,758 Courtlandt Avenue,Bronx,NY,10451,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X030,PS,,,,,SBCC,X,7,P.S. 030 Wilton,510 East 141 Street,Bronx,NY,10454,,54,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X031,PS,,,,,SBCC,X,7,P.S./M.S. 031 The William Lloyd Garrison,250 East 156 Street,Bronx,NY,10451,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X043,PS,,,,,SBCC,X,7,P.S. 043 Jonas Bronck,165 Brown Place,Bronx,NY,10454,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X049,PS,,,,,SBCC,X,7,P.S. 049 Willis Avenue,383 East 139 Street,Bronx,NY,10454,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X065,PS,,,,,SBCC,X,7,P.S. 065 Mother Hale Academy,677 East 141 Street,Bronx,NY,10454,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X154,PS,,,,,SBCC,X,7,P.S. 154 Jonathan D. Hyatt,333 East 135 Street,Bronx,NY,10454,,36,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X157,PS,,,,,SBCC,X,7,P.S. 157 Grove Hill,757 Cauldwell Avenue,Bronx,NY,10456,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X161,PS,,,,,SBCC,X,7,P.S. 161 Juan Ponce De Leon School,628 Tinton Avenue,Bronx,NY,10455,,54,,,,45,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X179,PS,,,,,SBCC,X,7,P.S. 179,468 East 140 Street,Bronx,NY,10454,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X277,PS,,,,,SBCC,X,7,P.S. 277,519 Saint Anns Avenue,Bronx,NY,10455,,72,,,,60,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X359,PS,,,,,SBCC,X,7,Concourse Village Elementary School,750 Concourse Village West,Bronx,NY,10451,,18,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
07X369,PS,,,,,SBCC,X,7,Young Leaders Elementary School,468 East 140 Street,Bronx,NY,10454,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X014,PS,,,,,,Bronx,8,P.S. X014 Senator John Calandra,3047 BRUCKNER BOULEVARD,Bronx,NY,10461,,36,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X036,PS,,,,,SBCC,X,8,P.S. 036 Unionport,1070 Castle Hill Avenue,Bronx,NY,10472,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X048,PS,,,,,SBCC,X,8,P.S. 048 Joseph R. Drake,1290 Spofford Avenue,Bronx,NY,10474,,54,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X062,PS,,,,,SBCC,X,8,P.S. 062 Inocensio Casanova,660 Fox Street,Bronx,NY,10455,,54,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X069,PS,,,,,SBCC,X,8,P.S. 069 Journey Prep School,560 Thieriot Avenue,Bronx,NY,10473,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X072,PS,,,,,SBCC,X,8,P.S. 072 Dr. William Dorney,2951 Dewey Avenue,Bronx,NY,10465,,54,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X075,PS,,,,,SBCC,X,8,P.S. 75 School of Research and Discovery,984 Faile Street,Bronx,NY,10459,,72,,,,30,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X093,PS,,,,,SBCC,X,8,P.S. 093 Albert G. Oliver,1535 Story Avenue,Bronx,NY,10473,,72,,,,60,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X100,PS,,,,,SBCC,X,8,P.S. 100 Isaac Clason,800 Taylor Avenue,Bronx,NY,10473,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X107,PS,,,,,SBCC,X,8,P.S. 107,1695 Seward Avenue,Bronx,NY,10473,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X119,PS,,,,,SBCC,X,8,The Dr. Emmett W. Bassett School,1075 Pugsley Avenue,Bronx,NY,10472,,18,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X130,PS,,,,,SBCC,X,8,P.S. 130 Abram Stevens Hewitt,750 Prospect Avenue,Bronx,NY,10455,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X138,PS,,,,,SBCC,X,8,P.S. 138 Samuel Randall,2060 Lafayette Avenue,Bronx,NY,10473,,72,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X140,PS,,,,,SBCC,X,8,P.S. X140 The Eagle School,916 Eagle Avenue,Bronx,NY,10456,,54,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X146,PS,,,,,SBCC,X,8,P.S. 146 Edward Collins,968 Cauldwell Avenue,Bronx,NY,10456,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X152,PS,,,,,SBCC,X,8,P.S. 152 Evergreen,1007 Evergreen Avenue,Bronx,NY,10472,,,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X182,PS,,,,,SBCC,X,8,P.S. 182,601 Stickball Boulevard,Bronx,NY,10473,,54,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X304,PS,,,,,SBCC,X,8,P.S. 304 Early Childhood School,2750 Lafayette Avenue,Bronx,NY,10465,,36,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X333,PS,,,,,SBCC,X,8,The Longwood Academy of Discovery,888 Rev James A Polite Avenue,Bronx,NY,10459,,54,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X392,PS,,,,,SBCC,X,8,Bronx Delta School,650 Hollywood Avenue,Bronx,NY,10465,,54,,,,,,,,,,,,,,,,,,0,0,,City of New York,136400434
08X583,PS,,,,,,X,8,P.S. 583,1028 White Plains Road,Bronx,NY,10472,,72,,,,15,,,,,,,,,,,,,,0,0,,City of New York,136400434
